pressure_Pa,efficiency_pct_mean,efficiency_pct_sd,mean_collisions,mean_collisions_sd
0.1,25.1328,0.16243940408657076,0.952844,0.004535767189792714
0.25,22.2016,0.2429136472082213,2.3814480000000002,0.0075350020570667245
0.5,16.6512,0.13811647258745127,4.25224,0.01223655507077064
1.0,6.1912,0.10247028837667987,5.791612,0.007887373200248824
2.0,0.2968,0.018486752013266144,6.14132,0.010909716769925975
3.0,0.0064,0.00233238075793812,6.1498919999999995,0.01584669858361665
5.0,0.0,0.0,6.146887999999999,0.013404199938825254
8.0,0.0,0.0,6.146887999999999,0.013404199938825254
